set	set_label	tool	tool_label	n	n_clusters	completeness_mae	completeness_mae_ci_lo	completeness_mae_ci_hi	completeness_r2_cod	completeness_r2_cod_ci_lo	completeness_r2_cod_ci_hi	completeness_bias	completeness_bias_ci_lo	completeness_bias_ci_hi	completeness_r2_omitted_reason	contamination_mae	contamination_mae_ci_lo	contamination_mae_ci_hi	contamination_r2_cod	contamination_r2_cod_ci_lo	contamination_r2_cod_ci_hi	contamination_bias	contamination_bias_ci_lo	contamination_bias_ci_hi	contamination_r2_omitted_reason
set_D_clean	Set D-clean (Archaea, held-out test split)	cocopye	CoCoPyE	1000	100	5.890930454248384	5.315417196407525	6.559699190630036	0.7087509518431877	0.6333107492878316	0.7702539103526682	-0.5707104304564234	-1.4634018805509492	0.2287399673505847		22.494323499197066	21.35548181127754	23.62820049126562	-0.3180538978392009	-0.4319341813800464	-0.2169759769094354	-21.815072394643497	-23.05635479186246	-20.572471345274703	
set_D_clean	Set D-clean (Archaea, held-out test split)	deepcheck	DeepCheck	1000	100	8.781975051932617	8.024929441069428	9.625831300010828	0.3806883517326176	0.2506211740212832	0.4980680049464451	4.727755402328614	3.4306959734189766	6.00094006872281		38.95713440537838	37.48721732718522	40.48516068650924	-2.311374996404587	-2.589836836829595	-2.070337626306537	-38.83864837836428	-40.36985432878044	-37.37237853324682	
set_E	Set E (realistic mixture)	magicc_v5	MAGICC v5	1000	785	5.485888223766055	5.0367441372509445	5.950119756012367	0.7069266729196131	0.6615295506413954	0.7519682445340964	1.127684293070554	0.5537020946844313	1.6813018085730906		5.657874715238257	5.192880971229834	6.146184773430357	0.9132454120486112	0.8980125705945339	0.9268166525633972	-3.118245101980753	-3.682026824361342	-2.535799121585367	
set_E	Set E (realistic mixture)	checkm2	CheckM2	1000	785	9.139516691419486	8.481942023872813	9.800010382216392	0.2490487682411338	0.1650550214269032	0.3266092962713582	8.320045555070553	7.625802538022998	9.037720005133384		18.47213818642574	17.252831947309105	19.751440098056484	0.3027351694321644	0.2303609755690554	0.3744937434783206	-16.895327377777253	-18.269561982163317	-15.515738354512033	
set_E	Set E (realistic mixture)	cocopye	CoCoPyE	1000	785	5.02163443783527	4.670609441986153	5.368668360852393	0.801183591730749	0.7738328648846236	0.8257851352457302	1.5641107821664624	1.096133394114119	2.0119898151948234		21.59654482821028	20.30504502907789	22.970604158552277	0.1020084950451526	0.0400464469374993	0.1570318294672882	-20.60413793162173	-22.040760747289134	-19.24691844664676	
set_E	Set E (realistic mixture)	deepcheck	DeepCheck	1000	785	11.694699721773006	10.9850682577197	12.410356912505849	0.009289323034256	-0.0976464691073746	0.1084784711064502	10.206720020555172	9.412870923260977	10.996747689289691		25.43113911968649	23.88441042743308	27.10100483973467	-0.2956322270449247	-0.4949068545876474	-0.1228396871195799	-17.876652731600558	-19.91361556662017	-15.72935676380391	
POOLED_leakage_free_5_sets	POOLED, leakage-free 5 sets (n=5,000)	magicc_v5	MAGICC v5	5000	2586	4.617909554275892	4.323586671180016	4.920665336330619	0.7852684201029971	0.7559048188601886	0.811378586365189	-0.8669096883584342	-1.2622194973783452	-0.460573036251103		5.308570202842227	4.999347435046694	5.625991177893222	0.9149285732132786	0.9043287626822492	0.9245996536065864	-1.9625995291228135	-2.384127632494692	-1.5645872998425208	
POOLED_leakage_free_5_sets	POOLED, leakage-free 5 sets (n=5,000)	checkm2	CheckM2	5000	2586	5.803057473478258	5.517306280897645	6.095986379171409	0.6659445071646386	0.639492874539514	0.6911403615521732	2.5280570426415654	2.0844810262089397	2.942918076857288		22.14472900462183	21.07820140417279	23.198958150808405	-0.1184808611552239	-0.1951600834864384	-0.0467335969823117	-21.02968472038516	-22.162252451046815	-19.89786471093941	
POOLED_leakage_free_5_sets	POOLED, leakage-free 5 sets (n=5,000)	cocopye	CoCoPyE	5000	2586	6.590101425710123	6.156431734306887	7.00641352040738	0.6277077039621701	0.5859287626622265	0.6688871732425795	-2.779995413030432	-3.287695813091321	-2.244487533874472		19.01501032556185	18.196318580738215	19.77557767288319	0.1414739423442074	0.0990605166974325	0.1854193755661693	-18.05788344485396	-18.834758195375432	-17.23121456097233	
POOLED_leakage_free_5_sets	POOLED, leakage-free 5 sets (n=5,000)	deepcheck	DeepCheck	5000	2586	9.830998329796966	9.35245917720428	10.297655867616848	0.3046279433703757	0.2496312609680961	0.3583980478460042	0.7487216601342414	-0.0744633694621688	1.5678445142418973		26.43310835772811	25.371735133521742	27.48451594847212	-0.5033288913929044	-0.5919259851424368	-0.4158864025293682	-23.73615883502133	-24.93201587174337	-22.483311504055	
POOLED_manuscript_5_sets	POOLED, submitted-manuscript 5 sets (leaky C/D)	magicc_v5	MAGICC v5	5000	4386	3.792954729633448	3.630283489212874	3.9552097113717344	0.8374886923562121	0.8213731520285769	0.8522971577157091	0.1297555761091502	-0.051086944851214	0.3268818319875776		5.39440220467942	5.175124771540316	5.6166709138849535	0.9153527508628831	0.9092713858551514	0.9216944792606911	-3.1067703825957507	-3.350529097191926	-2.8581069005266437	
POOLED_manuscript_5_sets	POOLED, submitted-manuscript 5 sets (leaky C/D)	checkm2	CheckM2	5000	4386	6.002811375961961	5.778117712761833	6.242272542873598	0.6367457103925633	0.6117345173772166	0.659778119975473	2.519813332109151	2.251709730165017	2.7908770765955127		23.14080418497385	22.41425273567973	23.840647653473667	-0.1358725220475487	-0.1784886732731808	-0.0931489665541536	-22.03191236568609	-22.757727278949574	-21.285150107308688	
POOLED_manuscript_5_sets	POOLED, submitted-manuscript 5 sets (leaky C/D)	cocopye	CoCoPyE	5000	4386	6.624368994431201	6.3831546041124	6.845226651452175	0.6185011124672837	0.5939807670479162	0.6447256780179137	-2.857145434505723	-3.1307764956924222	-2.582220810152825		20.260993779402792	19.62974559011871	20.88668550226315	0.102414142247392	0.0761358845391113	0.129663103074254	-19.24154036643781	-19.8854863048436	-18.589051769295214	
POOLED_manuscript_5_sets	POOLED, submitted-manuscript 5 sets (leaky C/D)	deepcheck	DeepCheck	5000	4386	10.10071923083457	9.81227017889288	10.388032542631532	0.2694301636907166	0.2297657054915027	0.3069341314455472	0.7164985986039014	0.3291072749485238	1.114367568256034		27.5739513515122	26.742015429736544	28.35087040304188	-0.5075563131362193	-0.5681960789073031	-0.4448431039794377	-24.738937569478068	-25.613766205940205	-23.864375170885	
