dominant_accession	canonical_assembly_key	sets	n_benchmark_genomes	gtdb_taxonomy	novelty_class	novelty_depth	deepest_represented_rank	novelty_class_suffix_stripped_sensitivity	novelty_class_vs_train_plus_val_sensitivity	phylum	phylum_in_train	phylum_n_train_genomes	class	class_in_train	class_n_train_genomes	order	order_in_train	order_n_train_genomes	family	family_in_train	family_n_train_genomes	genus	genus_in_train	genus_n_train_genomes	species	species_in_train	species_n_train_genomes
RS_GCF_005221965.1	005221965	set_E	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Escherichia	True	2769	Escherichia coli	True	2672
RS_GCF_005577135.1	005577135	set_B_v2;set_E	3	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__MRBY01;g__Limnothrix;s__Limnothrix sp001693275	lineage_represented	0	species	lineage_represented	lineage_represented	Cyanobacteriota	True	1317	Cyanobacteriia	True	813	Cyanobacteriales	True	366	MRBY01	True	19	Limnothrix	True	19	Limnothrix sp001693275	True	14
RS_GCF_005577315.1	005577315	set_B_v2	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia flexa	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Bacillales	True	1746	Bacillaceae_H	True	71	Priestia	True	66	Priestia flexa	True	4
RS_GCF_005707215.1	005707215	set_B_v2	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Staphylococcales	True	4832	Staphylococcaceae	True	4802	Staphylococcus	True	4669	Staphylococcus aureus	True	3499
RS_GCF_005849435.1	005849435	set_B_v2	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Bacillales	True	1746	Bacillaceae	True	1021	Bacillus	True	1007	Bacillus altitudinis	True	56
RS_GCF_006094335.1	006094335	set_A_v2;set_B_v2;set_E	4	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Bacillales	True	1746	Bacillaceae	True	1021	Bacillus	True	1007	Bacillus licheniformis	True	94
RS_GCF_006094375.1	006094375	set_E	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Staphylococcales	True	4832	Staphylococcaceae	True	4802	Staphylococcus	True	4669	Staphylococcus epidermidis	True	321
RS_GCF_006459125.1	006459125	set_A_v2	1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter;s__Halarcobacter anaerophilus	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Arcobacteraceae	True	269	Halarcobacter	True	11	Halarcobacter anaerophilus	True	1
RS_GCF_006970285.1	006970285	set_B_v2;set_E	2	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma capricolum	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Mycoplasmatales	True	232	Mycoplasmataceae	True	43	Mycoplasma	True	26	Mycoplasma capricolum	True	5
RS_GCF_007005625.1	007005625	set_A_v2;set_E	2	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter butzleri	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Arcobacteraceae	True	269	Aliarcobacter	True	222	Aliarcobacter butzleri	True	118
RS_GCF_007035805.1	007035805	set_A_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Enterobacter	True	1048	Enterobacter asburiae_B	True	42
RS_GCF_007182855.1	007182855	set_A_v2	1	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus thermophilus	lineage_represented	0	species	lineage_represented	lineage_represented	Deinococcota	True	171	Deinococci	True	171	Deinococcales	True	171	Thermaceae	True	82	Thermus	True	61	Thermus thermophilus	True	24
RS_GCF_007748155.1	007748155	set_E	1	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__Gimesia panareensis	lineage_represented	0	species	lineage_represented	lineage_represented	Planctomycetota	True	180	Planctomycetia	True	92	Planctomycetales	True	49	Planctomycetaceae	True	49	Gimesia	True	21	Gimesia panareensis	True	2
RS_GCF_007844035.1	007844035	set_A_v2;set_B_v2;set_E	3	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Helicobacteraceae	True	1627	Helicobacter	True	1198	Helicobacter pylori	True	268
RS_GCF_008000875.1	008000875	set_A_v2;set_B_v2;set_E	4	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Lactobacillales	True	8717	Enterococcaceae	True	1371	Enterococcus_B	True	415	Enterococcus_B lactis	True	86
RS_GCF_008027775.1	008027775	set_B_v2	1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori_CW	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Helicobacteraceae	True	1627	Helicobacter	True	1198	Helicobacter pylori_CW	True	24
RS_GCF_008271385.1	008271385	set_B_v2	2	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Campylobacteraceae	True	2947	Campylobacter	True	157	Campylobacter fetus	True	28
RS_GCF_008330825.1	008330825	set_E	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria meningitidis	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Neisseriaceae	True	377	Neisseria	True	328	Neisseria meningitidis	True	88
RS_GCF_008620175.1	008620175	set_B_v2;set_E	3	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Staphylococcales	True	4832	Staphylococcaceae	True	4802	Staphylococcus	True	4669	Staphylococcus aureus	True	3499
RS_GCF_008693785.1	008693785	set_A_v2;set_B_v2;set_E	3	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas;s__Roseomonas mucosa	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Acetobacterales	True	132	Acetobacteraceae	True	132	Roseomonas	True	6	Roseomonas mucosa	True	3
RS_GCF_008728435.1	008728435	set_E	2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Propionibacteriales	True	458	Propionibacteriaceae	True	317	Cutibacterium	True	221	Cutibacterium acnes	True	167
RS_GCF_008807855.1	008807855	set_A_v2;set_B_v2;set_E	3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus oxalaticus	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Burkholderiaceae	True	1603	Cupriavidus	True	31	Cupriavidus oxalaticus	True	1
RS_GCF_009193325.2	009193325	set_B_v2;set_E	5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides zhangwenhongii	lineage_represented	0	species	lineage_represented	lineage_represented	Bacteroidota	True	8279	Bacteroidia	True	8279	Bacteroidales	True	5346	Bacteroidaceae	True	1657	Bacteroides	True	888	Bacteroides zhangwenhongii	True	5
RS_GCF_009296005.1	009296005	set_B_v2;set_E	3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia pestis	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Yersinia	True	139	Yersinia pestis	True	30
RS_GCF_009362935.1	009362935	set_A_v2;set_B_v2	3	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus vaginalis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Lactobacillales	True	8717	Lactobacillaceae	True	1552	Limosilactobacillus	True	147	Limosilactobacillus vaginalis	True	9
RS_GCF_009428965.1	009428965	set_E	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus pontis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Lactobacillales	True	8717	Lactobacillaceae	True	1552	Limosilactobacillus	True	147	Limosilactobacillus pontis	True	5
RS_GCF_009497795.1	009497795	set_A_v2;set_B_v2	3	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Bacillales	True	1746	Bacillaceae	True	1021	Bacillus	True	1007	Bacillus subtilis	True	199
RS_GCF_009626015.1	009626015	set_A_v2;set_B_v2;set_E	4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella pertussis	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Burkholderiaceae	True	1603	Bordetella	True	213	Bordetella pertussis	True	181
RS_GCF_009627435.1	009627435	set_B_v2;set_E	3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella holmesii	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Burkholderiaceae	True	1603	Bordetella	True	213	Bordetella holmesii	True	13
RS_GCF_009648935.1	009648935	set_A_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Citrobacter	True	277	Citrobacter braakii	True	33
RS_GCF_009650115.1	009650115	set_A_v2;set_B_v2	2	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasmopsis bovis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Mycoplasmatales	True	232	Metamycoplasmataceae	True	120	Mycoplasmopsis	True	76	Mycoplasmopsis bovis	True	26
RS_GCF_009665315.1	009665315	set_A_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio harveyi	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Vibrionaceae	True	1011	Vibrio	True	918	Vibrio harveyi	True	11
RS_GCF_009709035.1	009709035	set_E	3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Piscirickettsiales;f__Piscirickettsiaceae;g__Piscirickettsia;s__Piscirickettsia salmonis	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Piscirickettsiales	True	18	Piscirickettsiaceae	True	18	Piscirickettsia	True	18	Piscirickettsia salmonis	True	18
RS_GCF_009709055.1	009709055	set_A_v2;set_B_v2;set_E	3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Piscirickettsiales;f__Piscirickettsiaceae;g__Piscirickettsia;s__Piscirickettsia salmonis	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Piscirickettsiales	True	18	Piscirickettsiaceae	True	18	Piscirickettsia	True	18	Piscirickettsia salmonis	True	18
RS_GCF_009734185.1	009734185	set_B_v2	1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter melissae	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Acetobacterales	True	132	Acetobacteraceae	True	132	Commensalibacter	True	10	Commensalibacter melissae	True	9
RS_GCF_009739885.1	009739885	set_A_v2;set_B_v2	2	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Staphylococcales	True	4832	Staphylococcaceae	True	4802	Staphylococcus	True	4669	Staphylococcus aureus	True	3499
RS_GCF_009762745.1	009762745	set_A_v2;set_B_v2;set_E	4	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Lactobacillales	True	8717	Lactobacillaceae	True	1552	Lactiplantibacillus	True	227	Lactiplantibacillus plantarum	True	207
RS_GCF_009763965.1	009763965	set_A_v2;set_B_v2	4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio mimicus	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Vibrionaceae	True	1011	Vibrio	True	918	Vibrio mimicus	True	6
RS_GCF_009800165.1	009800165	set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Pseudomonadales	True	4530	Pseudomonadaceae	True	2348	Pseudomonas	True	1101	Pseudomonas aeruginosa	True	1071
RS_GCF_009806695.1	009806695	set_B_v2;set_E	2	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A anthracis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Bacillales	True	1746	Bacillaceae_G	True	593	Bacillus_A	True	590	Bacillus_A anthracis	True	108
RS_GCF_009831395.1	009831395	set_B_v2;set_E	4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E monteilii	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Pseudomonadales	True	4530	Pseudomonadaceae	True	2348	Pseudomonas_E	True	1050	Pseudomonas_E monteilii	True	14
RS_GCF_009867075.1	009867075	set_A_v2;set_B_v2	2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces cacaoi	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Streptomycetales	True	1082	Streptomycetaceae	True	1082	Streptomyces	True	1044	Streptomyces cacaoi	True	1
RS_GCF_009884095.1	009884095	set_E	1	d__Bacteria;p__Spirochaetota;c__Leptospiria;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira interrogans	lineage_represented	0	species	lineage_represented	lineage_represented	Spirochaetota	True	890	Leptospiria	True	309	Leptospirales	True	305	Leptospiraceae	True	305	Leptospira	True	195	Leptospira interrogans	True	79
RS_GCF_009884275.1	009884275	set_B_v2	1	d__Bacteria;p__Spirochaetota;c__Leptospiria;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira interrogans	lineage_represented	0	species	lineage_represented	lineage_represented	Spirochaetota	True	890	Leptospiria	True	309	Leptospirales	True	305	Leptospiraceae	True	305	Leptospira	True	195	Leptospira interrogans	True	79
RS_GCF_009884355.1	009884355	set_A_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Salmonella	True	2852	Salmonella enterica	True	2804
RS_GCF_009912715.1	009912715	set_B_v2	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Staphylococcales	True	4832	Staphylococcaceae	True	4802	Staphylococcus	True	4669	Staphylococcus aureus	True	3499
RS_GCF_009914355.1	009914355	set_B_v2;set_D_clean	11	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter wolfei	lineage_represented	0	species	lineage_represented	lineage_represented	Methanobacteriota	True	265	Methanobacteria	True	216	Methanobacteriales	True	216	Methanothermobacteraceae	True	18	Methanothermobacter	True	18	Methanothermobacter wolfei	True	4
RS_GCF_009931175.1	009931175	set_A_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Klebsiella	True	3104	Klebsiella pneumoniae	True	2429
RS_GCF_009931315.1	009931315	set_B_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Pseudomonadales	True	4530	Moraxellaceae	True	1787	Acinetobacter	True	1648	Acinetobacter pittii	True	116
RS_GCF_009931415.1	009931415	set_A_v2	1	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Actinomycetales	True	3037	Bifidobacteriaceae	True	1209	Bifidobacterium	True	1152	Bifidobacterium breve	True	104
RS_GCF_009931455.1	009931455	set_B_v2;set_E	4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Cobetia;s__Cobetia marina	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Pseudomonadales	True	4530	Halomonadaceae	True	127	Cobetia	True	6	Cobetia marina	True	3
RS_GCF_009933595.1	009933595	set_A_v2;set_B_v2;set_E	3	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus animalis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Lactobacillales	True	8717	Lactobacillaceae	True	1552	Ligilactobacillus	True	116	Ligilactobacillus animalis	True	6
RS_GCF_009936255.1	009936255	set_B_v2;set_E	2	d__Bacteria;p__Bacteroidota_A;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Rhodothermus;s__Rhodothermus marinus_A	lineage_represented	0	species	lineage_represented	lineage_represented	Bacteroidota_A	True	528	Rhodothermia	True	225	Rhodothermales	True	127	Rhodothermaceae	True	5	Rhodothermus	True	5	Rhodothermus marinus_A	True	1
RS_GCF_009938095.1	009938095	set_A_v2;set_B_v2	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia miricola	lineage_represented	0	species	lineage_represented	lineage_represented	Bacteroidota	True	8279	Bacteroidia	True	8279	Flavobacteriales	True	1843	Weeksellaceae	True	573	Elizabethkingia	True	137	Elizabethkingia miricola	True	13
RS_GCF_009939665.1	009939665	set_A_v2;set_E	3	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Campylobacteraceae	True	2947	Campylobacter_D	True	2555	Campylobacter_D jejuni	True	1499
RS_GCF_010230725.1	010230725	set_E	1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	lineage_represented	0	species	lineage_represented	lineage_represented	Verrucomicrobiota	True	1242	Verrucomicrobiia	True	1210	Verrucomicrobiales	True	1079	Akkermansiaceae	True	1070	Akkermansia	True	1058	Akkermansia muciniphila	True	703
RS_GCF_010231195.1	010231195	set_B_v2;set_E	4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	lineage_represented	0	species	lineage_represented	lineage_represented	Verrucomicrobiota	True	1242	Verrucomicrobiia	True	1210	Verrucomicrobiales	True	1079	Akkermansiaceae	True	1070	Akkermansia	True	1058	Akkermansia muciniphila	True	703
RS_GCF_010977555.1	010977555	set_E	1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter rhizosphaerae	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Caulobacterales	True	172	Caulobacteraceae	True	102	Caulobacter	True	14	Caulobacter rhizosphaerae	True	1
RS_GCF_011038575.1	011038575	set_A_v2	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Staphylococcales	True	4832	Staphylococcaceae	True	4802	Staphylococcus	True	4669	Staphylococcus epidermidis	True	321
RS_GCF_011044275.1	011044275	set_A_v2;set_B_v2	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Glaesserella;s__Glaesserella parasuis	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Pasteurellaceae	True	554	Glaesserella	True	9	Glaesserella parasuis	True	8
RS_GCF_011045475.1	011045475	set_E	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Escherichia	True	2769	Escherichia coli	True	2672
RS_GCF_011065385.1	011065385	set_B_v2;set_E	3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Klebsiella	True	3104	Klebsiella pneumoniae	True	2429
RS_GCF_011082485.1	011082485	set_A_v2;set_B_v2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Apibacter;s__Apibacter sp002964915	lineage_represented	0	species	lineage_represented	lineage_represented	Bacteroidota	True	8279	Bacteroidia	True	8279	Flavobacteriales	True	1843	Weeksellaceae	True	573	Apibacter	True	16	Apibacter sp002964915	True	9
RS_GCF_011306595.1	011306595	set_A_v2;set_B_v2	4	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Staphylococcales	True	4832	Staphylococcaceae	True	4802	Staphylococcus	True	4669	Staphylococcus epidermidis	True	321
RS_GCF_011399095.1	011399095	set_A_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Vreelandella;s__Vreelandella venusta	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Pseudomonadales	True	4530	Halomonadaceae	True	127	Vreelandella	True	57	Vreelandella venusta	True	3
