cohort	clustering_unit	grouping	stratum	n_genomes	metric	weighted_median	ci95_lo	ci95_hi	weighted_mean	mean_ci95_lo	mean_ci95_hi
S3_srs_unweighted	family	phylum	Myxococcota	422	contamination_MAGICC_minus_CheckM2	-0.4954	-0.9140	-0.0536	5.2696	3.3581	8.0078
S3_srs_unweighted	family	phylum	Nitrospirota	220	completeness_MAGICC_minus_CheckM2	-5.2293	-11.9707	-1.2172	-6.4428	-10.1465	-3.8007
S3_srs_unweighted	family	phylum	Nitrospirota	220	contamination_MAGICC_minus_CheckM2	-0.9885	-1.5608	0.4649	0.2448	-1.2663	3.6917
S3_srs_unweighted	family	phylum	Patescibacteria	379	completeness_MAGICC_minus_CheckM2	0.8880	0.1685	1.7238	-0.2670	-2.3600	1.6353
S3_srs_unweighted	family	phylum	Patescibacteria	379	contamination_MAGICC_minus_CheckM2	1.0751	0.1881	3.8055	7.5567	5.0514	10.5955
S3_srs_unweighted	family	phylum	Planctomycetota	1138	completeness_MAGICC_minus_CheckM2	3.1194	1.6037	4.9336	3.1289	1.4069	5.2022
S3_srs_unweighted	family	phylum	Planctomycetota	1138	contamination_MAGICC_minus_CheckM2	-0.8699	-1.1430	-0.4877	1.2348	0.1451	2.7646
S3_srs_unweighted	family	phylum	Proteobacteria	19190	completeness_MAGICC_minus_CheckM2	-0.1391	-0.4464	-0.0030	-0.8242	-1.8151	-0.1721
S3_srs_unweighted	family	phylum	Proteobacteria	19190	contamination_MAGICC_minus_CheckM2	-0.6524	-1.0480	-0.4021	-1.0620	-1.3092	-0.8230
S3_srs_unweighted	family	phylum	Spirochaetota	1497	completeness_MAGICC_minus_CheckM2	2.5603	1.9567	4.8061	2.8945	1.9666	4.7058
S3_srs_unweighted	family	phylum	Spirochaetota	1497	contamination_MAGICC_minus_CheckM2	-1.1105	-1.6824	-0.4663	-1.1200	-1.4488	1.0781
S3_srs_unweighted	family	phylum	Thermoplasmatota	978	completeness_MAGICC_minus_CheckM2	-4.2161	-12.6100	4.6395	-4.1035	-12.1656	4.0364
S3_srs_unweighted	family	phylum	Thermoplasmatota	978	contamination_MAGICC_minus_CheckM2	-0.2900	-0.6897	0.3070	0.2191	-0.7487	3.1018
S3_srs_unweighted	family	phylum	Thermoproteota	540	completeness_MAGICC_minus_CheckM2	-8.2623	-14.1033	-3.9373	-7.8692	-12.0992	-3.2638
S3_srs_unweighted	family	phylum	Thermoproteota	540	contamination_MAGICC_minus_CheckM2	0.2241	-0.2589	1.6095	5.2123	2.6204	7.5571
S3_srs_unweighted	family	phylum	Verrucomicrobiota	3347	completeness_MAGICC_minus_CheckM2	-0.2679	-0.5310	4.3056	0.4848	-1.2952	3.9632
S3_srs_unweighted	family	phylum	Verrucomicrobiota	3347	contamination_MAGICC_minus_CheckM2	0.6222	-0.5451	0.8765	2.0414	1.0821	3.2540
S3_srs_unweighted	family	phylum	other (<200 in cohort)	952	completeness_MAGICC_minus_CheckM2	0.7216	-1.8006	2.5429	0.6532	-4.4000	5.1727
S3_srs_unweighted	family	phylum	other (<200 in cohort)	952	contamination_MAGICC_minus_CheckM2	-0.1019	-0.3758	0.2484	4.3100	1.8387	7.4031
S1_small_census	family	overall	ALL	57652	completeness_MAGICC_minus_CheckM2	-5.0966	-6.3943	-4.0036	-7.2028	-8.3664	-6.1551
S1_small_census	family	overall	ALL	57652	contamination_MAGICC_minus_CheckM2	-0.0487	-0.1030	-0.0102	0.7988	0.4318	1.2359
S1_small_census	family	size_bin	<1Mb	57652	completeness_MAGICC_minus_CheckM2	-5.0966	-6.3943	-3.9714	-7.2028	-8.2756	-6.1749
S1_small_census	family	size_bin	<1Mb	57652	contamination_MAGICC_minus_CheckM2	-0.0487	-0.0992	-0.0153	0.7988	0.4121	1.2439
S1_small_census	family	lineage_reduction	<-1 (>=2x reduced)	25421	completeness_MAGICC_minus_CheckM2	-4.6395	-5.6369	-3.3984	-6.0033	-7.0023	-4.8230
S1_small_census	family	lineage_reduction	<-1 (>=2x reduced)	25421	contamination_MAGICC_minus_CheckM2	-0.0993	-0.2091	-0.0474	-0.0106	-0.4434	0.4711
S1_small_census	family	lineage_reduction	-1 to -0.5	13046	completeness_MAGICC_minus_CheckM2	-3.8723	-6.3421	-2.5453	-6.9038	-9.0524	-5.0199
S1_small_census	family	lineage_reduction	-1 to -0.5	13046	contamination_MAGICC_minus_CheckM2	-0.1299	-0.1948	-0.0736	0.1002	-0.2907	0.5229
S1_small_census	family	lineage_reduction	-0.5 to -0.25	4195	completeness_MAGICC_minus_CheckM2	-10.0116	-14.2176	-7.0537	-11.8301	-14.4592	-9.5220
S1_small_census	family	lineage_reduction	-0.5 to -0.25	4195	contamination_MAGICC_minus_CheckM2	0.1262	0.0177	0.3689	1.0029	0.5000	1.6291
S1_small_census	family	lineage_reduction	-0.25 to +0.25 (typical)	10648	completeness_MAGICC_minus_CheckM2	-7.9337	-12.0724	-4.4275	-8.9529	-11.8426	-6.7343
S1_small_census	family	lineage_reduction	-0.25 to +0.25 (typical)	10648	contamination_MAGICC_minus_CheckM2	0.4050	0.2011	0.8853	2.3104	1.5294	3.3435
S1_small_census	family	lineage_reduction	>+0.25 (larger than lineage)	4342	completeness_MAGICC_minus_CheckM2	-4.3358	-9.8403	-0.4485	-6.3616	-9.2856	-3.8226
S1_small_census	family	lineage_reduction	>+0.25 (larger than lineage)	4342	contamination_MAGICC_minus_CheckM2	0.4793	0.0100	1.4696	3.7320	2.3165	5.3519
S1_small_census	family	phylum	Actinobacteriota	3971	completeness_MAGICC_minus_CheckM2	-0.9131	-3.2831	0.0342	-2.2246	-5.1658	-0.2525
S1_small_census	family	phylum	Actinobacteriota	3971	contamination_MAGICC_minus_CheckM2	-0.6771	-1.8396	-0.0076	-0.3645	-2.3043	3.5088
S1_small_census	family	phylum	Aenigmatarchaeota	391	completeness_MAGICC_minus_CheckM2	-21.2765	-24.3836	-18.7470	-20.9049	-22.7397	-19.1616
S1_small_census	family	phylum	Aenigmatarchaeota	391	contamination_MAGICC_minus_CheckM2	5.5224	3.2819	13.1986	10.2852	7.5866	12.8249
S1_small_census	family	phylum	Bacteroidota	1003	completeness_MAGICC_minus_CheckM2	-2.4156	-5.2913	-1.2521	-6.1927	-11.5222	-2.5463
S1_small_census	family	phylum	Bacteroidota	1003	contamination_MAGICC_minus_CheckM2	-0.0992	-0.2300	-0.0407	-0.0701	-0.5206	0.4525
S1_small_census	family	phylum	Campylobacterota	462	completeness_MAGICC_minus_CheckM2	-1.4643	-3.4274	-1.3015	-1.9633	-4.0074	-1.7080
S1_small_census	family	phylum	Campylobacterota	462	contamination_MAGICC_minus_CheckM2	-0.0673	-0.8029	-0.0486	-0.3265	-1.1620	-0.2395
S1_small_census	family	phylum	Chloroflexota	429	completeness_MAGICC_minus_CheckM2	-7.2176	-8.9466	-4.7393	-8.7787	-10.2807	-6.5759
S1_small_census	family	phylum	Chloroflexota	429	contamination_MAGICC_minus_CheckM2	-0.5530	-0.9881	0.0332	-0.6308	-1.2661	1.1786
S1_small_census	family	phylum	Firmicutes	6658	completeness_MAGICC_minus_CheckM2	-5.2763	-11.1285	-1.6738	-8.4801	-11.8489	-3.6611
S1_small_census	family	phylum	Firmicutes	6658	contamination_MAGICC_minus_CheckM2	-0.0736	-0.1589	0.0127	0.2238	-0.3199	0.6787
S1_small_census	family	phylum	Firmicutes_A	10624	completeness_MAGICC_minus_CheckM2	-5.1338	-6.5321	-2.7676	-6.1675	-7.2200	-4.2045
S1_small_census	family	phylum	Firmicutes_A	10624	contamination_MAGICC_minus_CheckM2	-0.0883	-0.2700	-0.0324	-0.2913	-0.8181	0.1107
S1_small_census	family	phylum	Firmicutes_C	2319	completeness_MAGICC_minus_CheckM2	-4.0072	-6.4073	-0.4547	-4.8194	-6.0439	-1.0001
S1_small_census	family	phylum	Firmicutes_C	2319	contamination_MAGICC_minus_CheckM2	-0.1269	-0.2377	-0.0901	-0.4226	-0.8016	-0.2051
S1_small_census	family	phylum	Halobacteriota	214	completeness_MAGICC_minus_CheckM2	-4.5926	-5.0126	-2.9437	-5.3388	-6.7187	-4.2073
S1_small_census	family	phylum	Halobacteriota	214	contamination_MAGICC_minus_CheckM2	-0.2007	-0.4248	6.4881	1.1875	-0.6557	8.8544
S1_small_census	family	phylum	Methanobacteriota	249	completeness_MAGICC_minus_CheckM2	-1.6749	-1.7174	-0.7125	-2.0194	-2.0266	-1.0556
S1_small_census	family	phylum	Methanobacteriota	249	contamination_MAGICC_minus_CheckM2	0.0744	0.0498	0.0891	-0.0590	-0.0702	0.1962
S1_small_census	family	phylum	Micrarchaeota	330	completeness_MAGICC_minus_CheckM2	-21.3551	-24.0422	-12.7178	-20.1707	-22.7208	-13.6664
S1_small_census	family	phylum	Micrarchaeota	330	contamination_MAGICC_minus_CheckM2	0.9894	-0.0976	2.1196	3.5552	1.1444	4.1581
S1_small_census	family	phylum	Nanoarchaeota	1596	completeness_MAGICC_minus_CheckM2	-16.3456	-19.8632	-13.2714	-15.9489	-19.3242	-13.5758
S1_small_census	family	phylum	Nanoarchaeota	1596	contamination_MAGICC_minus_CheckM2	1.8879	0.8158	2.9742	5.1242	3.2836	6.1500
S1_small_census	family	phylum	Patescibacteria	19790	completeness_MAGICC_minus_CheckM2	-6.5534	-10.3675	-3.9886	-8.1722	-10.5346	-6.3544
S1_small_census	family	phylum	Patescibacteria	19790	contamination_MAGICC_minus_CheckM2	0.1749	0.0483	0.4337	1.5617	1.0032	2.3308
S1_small_census	family	phylum	Proteobacteria	4959	completeness_MAGICC_minus_CheckM2	-3.3922	-4.7743	-1.7355	-4.2597	-6.4850	-2.4302
S1_small_census	family	phylum	Proteobacteria	4959	contamination_MAGICC_minus_CheckM2	-0.1312	-0.3029	-0.0306	0.2191	-0.4930	1.3780
S1_small_census	family	phylum	Thermoplasmatota	1029	completeness_MAGICC_minus_CheckM2	-5.2911	-9.2389	-3.3192	-7.1067	-10.5174	-4.8289
S1_small_census	family	phylum	Thermoplasmatota	1029	contamination_MAGICC_minus_CheckM2	-0.1623	-0.2468	0.0065	-0.2221	-0.6152	1.1468
S1_small_census	family	phylum	Thermoproteota	1234	completeness_MAGICC_minus_CheckM2	-5.3477	-8.9793	-4.5508	-7.1617	-11.4559	-5.4683
S1_small_census	family	phylum	Thermoproteota	1234	contamination_MAGICC_minus_CheckM2	-0.0798	-0.2467	0.2151	0.1203	-0.7015	2.1735
S1_small_census	family	phylum	unclassified	288	completeness_MAGICC_minus_CheckM2	-8.6068	-8.6068	-8.6068	-7.9576	-7.9576	-7.9576
S1_small_census	family	phylum	unclassified	288	contamination_MAGICC_minus_CheckM2	-0.0300	-0.0300	-0.0300	4.4045	4.4045	4.4045
S1_small_census	family	phylum	other (<200 in cohort)	2106	completeness_MAGICC_minus_CheckM2	-6.7522	-8.6736	-5.1459	-9.0959	-10.6802	-7.5920
S1_small_census	family	phylum	other (<200 in cohort)	2106	contamination_MAGICC_minus_CheckM2	0.0724	0.0047	0.2326	1.7957	1.0914	2.6719
S2_rare_phylum_census	family	overall	ALL	14517	completeness_MAGICC_minus_CheckM2	-0.3504	-1.1397	0.2554	-1.4407	-2.6199	-0.3294
S2_rare_phylum_census	family	overall	ALL	14517	contamination_MAGICC_minus_CheckM2	0.0623	-0.0875	0.2641	4.7332	3.6450	5.8226
S2_rare_phylum_census	family	size_bin	1-2Mb	4705	completeness_MAGICC_minus_CheckM2	-4.5847	-6.7170	-3.2594	-6.3448	-8.0094	-5.0169
S2_rare_phylum_census	family	size_bin	1-2Mb	4705	contamination_MAGICC_minus_CheckM2	0.0386	-0.1205	0.2786	2.7700	1.7274	3.9064
S2_rare_phylum_census	family	size_bin	2-3Mb	5118	completeness_MAGICC_minus_CheckM2	-0.4578	-1.8608	0.1316	-1.5352	-3.0608	-0.1040
S2_rare_phylum_census	family	size_bin	2-3Mb	5118	contamination_MAGICC_minus_CheckM2	-0.1614	-0.3607	0.0601	2.1428	1.3530	3.0870
S2_rare_phylum_census	family	size_bin	3-5Mb	3651	completeness_MAGICC_minus_CheckM2	3.6443	2.4130	5.0529	3.6720	1.5963	5.4909
S2_rare_phylum_census	family	size_bin	3-5Mb	3651	contamination_MAGICC_minus_CheckM2	0.3948	-0.1182	1.0988	6.6110	5.1275	8.3367
S2_rare_phylum_census	family	size_bin	>5Mb	1043	completeness_MAGICC_minus_CheckM2	3.0835	0.9330	4.6053	3.2483	1.0460	5.7028
S2_rare_phylum_census	family	size_bin	>5Mb	1043	contamination_MAGICC_minus_CheckM2	11.0350	3.5738	18.8086	19.7272	14.0557	25.4978
S2_rare_phylum_census	family	lineage_reduction	<-1 (>=2x reduced)	262	completeness_MAGICC_minus_CheckM2	-2.9137	-5.0644	-1.2500	-4.1059	-6.2599	-1.9819
S2_rare_phylum_census	family	lineage_reduction	<-1 (>=2x reduced)	262	contamination_MAGICC_minus_CheckM2	-0.0321	-0.3937	0.2021	1.3665	0.3400	2.2888
S2_rare_phylum_census	family	lineage_reduction	-1 to -0.5	1483	completeness_MAGICC_minus_CheckM2	-2.4152	-3.4101	-1.1329	-1.4260	-3.2381	0.2676
S2_rare_phylum_census	family	lineage_reduction	-1 to -0.5	1483	contamination_MAGICC_minus_CheckM2	-0.0859	-0.2966	0.0309	1.9378	0.9070	3.1554
S2_rare_phylum_census	family	lineage_reduction	-0.5 to -0.25	1809	completeness_MAGICC_minus_CheckM2	-1.7174	-3.2126	-0.4834	-1.7191	-3.4072	-0.1474
S2_rare_phylum_census	family	lineage_reduction	-0.5 to -0.25	1809	contamination_MAGICC_minus_CheckM2	-0.2461	-0.4350	-0.0741	1.4853	0.7959	2.1994
S2_rare_phylum_census	family	lineage_reduction	-0.25 to +0.25 (typical)	6901	completeness_MAGICC_minus_CheckM2	-0.4105	-1.7892	0.0237	-2.1990	-3.6849	-0.7217
S2_rare_phylum_census	family	lineage_reduction	-0.25 to +0.25 (typical)	6901	contamination_MAGICC_minus_CheckM2	-0.0346	-0.2086	0.1695	3.0387	2.1736	4.0022
S2_rare_phylum_census	family	lineage_reduction	>+0.25 (larger than lineage)	4062	completeness_MAGICC_minus_CheckM2	1.3572	0.3474	2.3441	0.1379	-1.3814	1.4559
S2_rare_phylum_census	family	lineage_reduction	>+0.25 (larger than lineage)	4062	contamination_MAGICC_minus_CheckM2	1.5233	0.5924	2.8820	10.2961	7.9129	12.4946
S2_rare_phylum_census	family	phylum	Armatimonadota	962	completeness_MAGICC_minus_CheckM2	4.9903	1.8541	9.1599	5.8062	1.4674	9.8850
S2_rare_phylum_census	family	phylum	Armatimonadota	962	contamination_MAGICC_minus_CheckM2	-0.9164	-1.5128	-0.2953	1.6561	0.0195	3.3375
S2_rare_phylum_census	family	phylum	Asgardarchaeota	202	completeness_MAGICC_minus_CheckM2	4.6727	-1.2212	11.6618	7.7921	1.1588	12.7644
S2_rare_phylum_census	family	phylum	Asgardarchaeota	202	contamination_MAGICC_minus_CheckM2	35.7703	12.3562	52.6991	36.0914	23.9400	48.2975
S2_rare_phylum_census	family	phylum	Bdellovibrionota	563	completeness_MAGICC_minus_CheckM2	2.2113	-0.2613	4.4215	1.8911	-1.4308	4.9675
S2_rare_phylum_census	family	phylum	Bdellovibrionota	563	contamination_MAGICC_minus_CheckM2	-0.0354	-0.3143	1.0743	5.9916	3.4303	10.7177
S2_rare_phylum_census	family	phylum	Bipolaricaulota	241	completeness_MAGICC_minus_CheckM2	-23.6435	-29.2653	-9.7864	-21.1800	-27.8902	-6.4441
S2_rare_phylum_census	family	phylum	Bipolaricaulota	241	contamination_MAGICC_minus_CheckM2	-1.2103	-2.7578	1.8975	-0.9802	-2.8318	4.9432
S2_rare_phylum_census	family	phylum	Chlamydiota	356	completeness_MAGICC_minus_CheckM2	-0.3047	-9.6296	-0.1955	-4.0473	-7.9002	-1.0960
S2_rare_phylum_census	family	phylum	Chlamydiota	356	contamination_MAGICC_minus_CheckM2	0.5717	0.0257	0.7701	2.5562	1.3834	5.2718
S2_rare_phylum_census	family	phylum	Cloacimonadota	568	completeness_MAGICC_minus_CheckM2	-1.5997	-15.6033	-0.4243	-3.2768	-14.9242	-0.6265
S2_rare_phylum_census	family	phylum	Cloacimonadota	568	contamination_MAGICC_minus_CheckM2	-0.5702	-0.8193	4.5951	-0.0765	-1.5164	6.9393
S2_rare_phylum_census	family	phylum	Deinococcota	488	completeness_MAGICC_minus_CheckM2	-1.4819	-6.2162	-0.1213	-2.7962	-4.6605	-2.0895
S2_rare_phylum_census	family	phylum	Deinococcota	488	contamination_MAGICC_minus_CheckM2	0.0007	-1.0008	0.0653	-0.5105	-0.9425	0.1925
S2_rare_phylum_census	family	phylum	Desulfobacterota_B	741	completeness_MAGICC_minus_CheckM2	1.5758	-3.2069	2.8639	0.9452	-4.8117	3.1443
S2_rare_phylum_census	family	phylum	Desulfobacterota_B	741	contamination_MAGICC_minus_CheckM2	1.6375	-0.6839	7.1606	8.7204	2.1092	15.0124
S2_rare_phylum_census	family	phylum	Desulfobacterota_G	282	completeness_MAGICC_minus_CheckM2	-0.1829	-0.8074	1.9168	-1.3008	-2.9647	3.1391
S2_rare_phylum_census	family	phylum	Desulfobacterota_G	282	contamination_MAGICC_minus_CheckM2	2.2752	0.9283	10.0357	8.4772	8.1344	12.4979
S2_rare_phylum_census	family	phylum	Dormibacterota	520	completeness_MAGICC_minus_CheckM2	-5.5026	-9.1583	-2.1986	-4.3703	-8.2169	-0.8724
S2_rare_phylum_census	family	phylum	Dormibacterota	520	contamination_MAGICC_minus_CheckM2	-1.1955	-2.2206	0.1989	-0.5072	-1.7954	2.2272
S2_rare_phylum_census	family	phylum	Eisenbacteria	238	completeness_MAGICC_minus_CheckM2	-8.1511	-14.0753	3.1685	-7.1974	-10.8991	3.7376
S2_rare_phylum_census	family	phylum	Eisenbacteria	238	contamination_MAGICC_minus_CheckM2	-0.9312	-1.5892	0.2897	-0.3608	-1.7296	1.2655
S2_rare_phylum_census	family	phylum	Eremiobacterota	596	completeness_MAGICC_minus_CheckM2	2.4655	1.4539	4.6169	2.5724	1.2830	6.7385
S2_rare_phylum_census	family	phylum	Eremiobacterota	596	contamination_MAGICC_minus_CheckM2	1.0815	-0.2145	5.6970	5.9545	1.4946	14.1075
S2_rare_phylum_census	family	phylum	Firmicutes_G	383	completeness_MAGICC_minus_CheckM2	-7.6517	-15.5780	-3.0130	-9.3329	-15.2082	-4.6274
S2_rare_phylum_census	family	phylum	Firmicutes_G	383	contamination_MAGICC_minus_CheckM2	0.0887	-0.1628	1.2187	3.5388	0.4867	8.4024
S2_rare_phylum_census	family	phylum	Krumholzibacteriota	209	completeness_MAGICC_minus_CheckM2	-5.4597	-8.4293	1.7535	-5.6843	-9.1688	1.0580
S2_rare_phylum_census	family	phylum	Krumholzibacteriota	209	contamination_MAGICC_minus_CheckM2	-0.2978	-2.3667	2.0290	2.5048	0.6054	5.8566
S2_rare_phylum_census	family	phylum	Methylomirabilota	641	completeness_MAGICC_minus_CheckM2	0.5009	-17.5613	2.6716	-0.2092	-15.5279	3.0295
S2_rare_phylum_census	family	phylum	Methylomirabilota	641	contamination_MAGICC_minus_CheckM2	2.1810	0.2823	29.2217	9.3701	3.6052	25.7632
S2_rare_phylum_census	family	phylum	Myxococcota_A	502	completeness_MAGICC_minus_CheckM2	1.1984	-10.3868	6.2470	-0.7920	-9.5944	6.7909
S2_rare_phylum_census	family	phylum	Myxococcota_A	502	contamination_MAGICC_minus_CheckM2	-0.2410	-1.6542	2.2741	6.2055	2.0825	10.1369
S2_rare_phylum_census	family	phylum	Nitrospinota	287	completeness_MAGICC_minus_CheckM2	1.8246	-2.3818	3.2901	0.2830	-1.9439	5.2663
S2_rare_phylum_census	family	phylum	Nitrospinota	287	contamination_MAGICC_minus_CheckM2	1.3663	-1.1942	1.5315	3.7034	-1.2007	4.0884
S2_rare_phylum_census	family	phylum	SAR324	732	completeness_MAGICC_minus_CheckM2	1.3337	-2.9227	4.4667	1.8897	-1.9942	2.1548
S2_rare_phylum_census	family	phylum	SAR324	732	contamination_MAGICC_minus_CheckM2	-0.3886	-0.4981	15.1532	0.7445	0.1832	11.3827
S2_rare_phylum_census	family	phylum	Thermotogota	403	completeness_MAGICC_minus_CheckM2	-0.0593	-2.7038	0.7570	-1.7294	-3.3596	1.1157
S2_rare_phylum_census	family	phylum	Thermotogota	403	contamination_MAGICC_minus_CheckM2	-0.3091	-0.7708	0.4135	0.2852	-0.5655	1.5128
S2_rare_phylum_census	family	phylum	WOR-3	290	completeness_MAGICC_minus_CheckM2	-3.3084	-11.3495	1.4700	-5.8924	-10.8220	-1.5398
S2_rare_phylum_census	family	phylum	WOR-3	290	contamination_MAGICC_minus_CheckM2	0.0065	-0.1790	1.7461	7.2342	1.6719	13.2099
S2_rare_phylum_census	family	phylum	Zixibacteria	253	completeness_MAGICC_minus_CheckM2	1.8249	-0.2347	3.1858	1.6622	-0.1783	4.4497
S2_rare_phylum_census	family	phylum	Zixibacteria	253	contamination_MAGICC_minus_CheckM2	0.0015	-0.7626	0.6123	2.6325	0.3407	4.8558
S2_rare_phylum_census	family	phylum	other (<200 in cohort)	5060	completeness_MAGICC_minus_CheckM2	-0.8091	-2.8398	0.3923	-2.2598	-4.1549	-0.5460
S2_rare_phylum_census	family	phylum	other (<200 in cohort)	5060	contamination_MAGICC_minus_CheckM2	0.4487	0.1830	0.8854	5.6394	4.2892	6.8106
catalogue_weighted_excl_404_recovery	family	overall	ALL	265440	completeness_MAGICC_minus_CheckM2	0.5102	-0.0182	1.0119	0.3507	-0.7143	1.0668
catalogue_weighted_excl_404_recovery	family	overall	ALL	265440	contamination_MAGICC_minus_CheckM2	-0.6047	-0.7480	-0.4340	-0.6643	-0.9383	-0.2154
catalogue_weighted_excl_404_recovery	family	size_bin	<1Mb	57264	completeness_MAGICC_minus_CheckM2	-5.1252	-6.4093	-3.9409	-7.2456	-8.4068	-6.2212
catalogue_weighted_excl_404_recovery	family	size_bin	<1Mb	57264	contamination_MAGICC_minus_CheckM2	-0.0499	-0.1035	-0.0149	0.7810	0.3828	1.2016
catalogue_weighted_excl_404_recovery	family	size_bin	1-2Mb	89344	completeness_MAGICC_minus_CheckM2	-0.1769	-0.6950	0.1523	-1.0476	-1.9101	-0.4187
catalogue_weighted_excl_404_recovery	family	size_bin	1-2Mb	89344	contamination_MAGICC_minus_CheckM2	-0.5490	-0.7132	-0.3757	-0.7972	-1.0863	-0.4508
catalogue_weighted_excl_404_recovery	family	size_bin	2-3Mb	78961	completeness_MAGICC_minus_CheckM2	1.4612	0.6396	2.0097	1.8519	0.9622	2.3998
catalogue_weighted_excl_404_recovery	family	size_bin	2-3Mb	78961	contamination_MAGICC_minus_CheckM2	-0.6923	-0.8368	-0.4638	-0.9925	-1.2165	-0.5425
catalogue_weighted_excl_404_recovery	family	size_bin	3-5Mb	34162	completeness_MAGICC_minus_CheckM2	1.9703	0.4344	2.9491	2.7086	1.3617	3.6596
catalogue_weighted_excl_404_recovery	family	size_bin	3-5Mb	34162	contamination_MAGICC_minus_CheckM2	-0.8362	-1.0898	-0.5010	-0.6074	-1.1868	0.3818
catalogue_weighted_excl_404_recovery	family	size_bin	>5Mb	5709	completeness_MAGICC_minus_CheckM2	2.3495	1.1657	3.1623	3.2824	2.4864	3.9628
catalogue_weighted_excl_404_recovery	family	size_bin	>5Mb	5709	contamination_MAGICC_minus_CheckM2	-1.0335	-1.7298	0.0101	3.3600	0.2699	8.4488
catalogue_weighted_excl_404_recovery	family	lineage_reduction	<-1 (>=2x reduced)	27769	completeness_MAGICC_minus_CheckM2	-3.8655	-4.8743	-2.7879	-5.2104	-6.1638	-4.2232
catalogue_weighted_excl_404_recovery	family	lineage_reduction	<-1 (>=2x reduced)	27769	contamination_MAGICC_minus_CheckM2	-0.1557	-0.2743	-0.0804	-0.1326	-0.4637	0.2088
catalogue_weighted_excl_404_recovery	family	lineage_reduction	-1 to -0.5	38965	completeness_MAGICC_minus_CheckM2	-1.1917	-1.9998	-0.5287	-2.5022	-3.6298	-1.6396
catalogue_weighted_excl_404_recovery	family	lineage_reduction	-1 to -0.5	38965	contamination_MAGICC_minus_CheckM2	-0.4019	-0.5288	-0.2936	-0.6700	-0.8832	-0.4163
catalogue_weighted_excl_404_recovery	family	lineage_reduction	-0.5 to -0.25	34958	completeness_MAGICC_minus_CheckM2	-0.1942	-1.0362	0.2877	-1.1136	-2.2474	-0.3356
catalogue_weighted_excl_404_recovery	family	lineage_reduction	-0.5 to -0.25	34958	contamination_MAGICC_minus_CheckM2	-0.5789	-0.7449	-0.4234	-0.8352	-1.0913	-0.4915
catalogue_weighted_excl_404_recovery	family	lineage_reduction	-0.25 to +0.25 (typical)	93930	completeness_MAGICC_minus_CheckM2	0.7061	0.1427	1.2585	0.6175	-0.3249	1.2755
catalogue_weighted_excl_404_recovery	family	lineage_reduction	-0.25 to +0.25 (typical)	93930	contamination_MAGICC_minus_CheckM2	-0.6319	-0.8367	-0.4270	-0.8681	-1.2070	-0.3643
catalogue_weighted_excl_404_recovery	family	lineage_reduction	>+0.25 (larger than lineage)	69818	completeness_MAGICC_minus_CheckM2	1.9442	0.6435	2.6895	2.5501	1.2619	3.3018
catalogue_weighted_excl_404_recovery	family	lineage_reduction	>+0.25 (larger than lineage)	69818	contamination_MAGICC_minus_CheckM2	-0.7659	-0.9320	-0.4738	-0.3779	-0.8579	0.5714
catalogue_weighted_excl_404_recovery	family	phylum	Acidobacteriota	1638	completeness_MAGICC_minus_CheckM2	1.7405	0.2578	2.8619	1.7212	-0.0394	3.1922
catalogue_weighted_excl_404_recovery	family	phylum	Acidobacteriota	1638	contamination_MAGICC_minus_CheckM2	-0.8436	-1.0883	-0.5342	1.3390	0.4345	2.5299
catalogue_weighted_excl_404_recovery	family	phylum	Actinobacteriota	19454	completeness_MAGICC_minus_CheckM2	-0.0634	-0.5940	0.9422	-0.6061	-1.8559	0.5380
catalogue_weighted_excl_404_recovery	family	phylum	Actinobacteriota	19454	contamination_MAGICC_minus_CheckM2	-0.6210	-0.9171	-0.5050	-0.8444	-1.1266	-0.2404
catalogue_weighted_excl_404_recovery	family	phylum	Aenigmatarchaeota	438	completeness_MAGICC_minus_CheckM2	-20.7837	-23.7785	-18.7204	-20.1136	-21.8301	-18.2491
catalogue_weighted_excl_404_recovery	family	phylum	Aenigmatarchaeota	438	contamination_MAGICC_minus_CheckM2	6.3376	3.7304	14.9907	12.3399	8.4935	16.6283
catalogue_weighted_excl_404_recovery	family	phylum	Armatimonadota	961	completeness_MAGICC_minus_CheckM2	4.9903	1.8981	8.6725	5.7918	1.6887	9.6772
catalogue_weighted_excl_404_recovery	family	phylum	Armatimonadota	961	contamination_MAGICC_minus_CheckM2	-0.9146	-1.5563	-0.2854	1.6557	-0.0688	3.4920
catalogue_weighted_excl_404_recovery	family	phylum	Asgardarchaeota	207	completeness_MAGICC_minus_CheckM2	3.9834	-1.2212	10.7819	7.4526	0.6232	12.1694
catalogue_weighted_excl_404_recovery	family	phylum	Asgardarchaeota	207	contamination_MAGICC_minus_CheckM2	34.7433	10.0064	51.0881	35.1736	22.3821	47.4936
catalogue_weighted_excl_404_recovery	family	phylum	Bacteroidota	46664	completeness_MAGICC_minus_CheckM2	1.4429	0.2649	1.7772	1.6645	-0.1806	2.1558
catalogue_weighted_excl_404_recovery	family	phylum	Bacteroidota	46664	contamination_MAGICC_minus_CheckM2	-0.5979	-0.7398	-0.3026	-1.0947	-1.4030	-0.2860
catalogue_weighted_excl_404_recovery	family	phylum	Bdellovibrionota	567	completeness_MAGICC_minus_CheckM2	2.2113	-0.3198	4.4216	1.8507	-1.4272	4.9927
