set	set_label	status	tier	subset	tool	criterion	tau	n	n_clusters	n_true_pass	n_true_fail	n_false_pass	n_false_fail	false_pass_rate	false_pass_rate_ci_lo	false_pass_rate_ci_hi	false_fail_rate	false_fail_rate_ci_lo	false_fail_rate_ci_hi
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	checkm2	contamination	5.0	4868	2515	1566	3302	903	5	0.27347062386432464	0.25080617177172077	0.29528168934793536	0.0031928480204342275	0.0006397850386086171	0.006297427744654898
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	checkm2	contamination	10.0	4868	2515	1696	3172	1498	1	0.47225725094577553	0.4424420555263371	0.5	0.0005896226415094339	0.0	0.0017996670773888438
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	checkm2	completeness	50.0	4868	2515	4868	0	0	78				0.01602300739523418	0.012222386331435797	0.020174643612828138
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	checkm2	completeness	90.0	4868	2515	2296	2572	417	192	0.16213063763608088	0.14454879340844376	0.18027759064184223	0.08362369337979095	0.06773813650249809	0.10045814767099648
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	cocopye	contamination	5.0	4868	2515	1566	3302	194	94	0.05875227135069655	0.04893410194947074	0.06945117992208664	0.06002554278416347	0.04743583495776478	0.07308120134647389
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	cocopye	contamination	10.0	4868	2515	1696	3172	366	64	0.11538461538461539	0.10009984158514729	0.13044760974276673	0.03773584905660377	0.02866939956182391	0.047979950709156546
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	cocopye	completeness	50.0	4868	2515	4868	0	0	205				0.042111750205423175	0.03527174324332059	0.04928592951924206
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	cocopye	completeness	90.0	4868	2515	2296	2572	164	527	0.06376360808709176	0.054021095842368944	0.07462807714673385	0.22952961672473868	0.19354694893072355	0.26372734273670556
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	deepcheck	contamination	5.0	4868	2515	1566	3302	1404	2	0.4251968503937008	0.39854933834965267	0.44994035515153175	0.001277139208173691	0.0	0.003259558790989954
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	deepcheck	contamination	10.0	4868	2515	1696	3172	2130	0	0.6715006305170239	0.6452824279998158	0.6952254153925641	0.0	0.0	0.0
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	deepcheck	completeness	50.0	4868	2515	4868	0	0	184				0.03779786359901397	0.030500119446715785	0.04560022088250403
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	deepcheck	completeness	90.0	4868	2515	2296	2572	323	463	0.1255832037325039	0.11095208104188904	0.14154028239202657	0.20165505226480837	0.16898963224169544	0.2321678502551734
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	magicc_v5	contamination	5.0	4868	2515	1566	3302	44	68	0.013325257419745608	0.00975201439295976	0.017072608263638378	0.04342273307790549	0.03251343340132957	0.0555564329332491
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	magicc_v5	contamination	10.0	4868	2515	1696	3172	62	71	0.019546027742749054	0.014959049928190497	0.02449826211352816	0.04186320754716981	0.031115291684876333	0.053561978615455745
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	magicc_v5	completeness	50.0	4868	2515	4868	0	0	0				0.0	0.0	0.0
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	magicc_v5	completeness	90.0	4868	2515	2296	2572	162	366	0.06298600311041991	0.0514305406385209	0.07424293444087765	0.15940766550522648	0.1372200835397149	0.18090946030017885
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	checkm2	contamination	5.0	4868	2515	1566	3302	903	5	0.27347062386432464	0.25211876006901424	0.2963496009627694	0.0031928480204342275	0.0006422401593828364	0.006170278312324859
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	checkm2	contamination	10.0	4868	2515	1696	3172	1498	1	0.47225725094577553	0.4441715613133905	0.5003257875447221	0.0005896226415094339	0.0	0.0017964071856287425
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	checkm2	completeness	50.0	4868	2515	4868	0	0	78				0.01602300739523418	0.01243452602887669	0.020053334913551057
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	checkm2	completeness	90.0	4868	2515	2296	2572	417	192	0.16213063763608088	0.14393931446228972	0.18056730523421038	0.08362369337979095	0.06789205830457586	0.09886932589339516
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	cocopye	contamination	5.0	4868	2515	1566	3302	194	94	0.05875227135069655	0.048758174489651356	0.06906456669365402	0.06002554278416347	0.0471026322686936	0.07317110671106711
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	cocopye	contamination	10.0	4868	2515	1696	3172	366	64	0.11538461538461539	0.10152580491514876	0.12996419242890037	0.03773584905660377	0.028119271407068557	0.04767864059305162
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	cocopye	completeness	50.0	4868	2515	4868	0	0	205				0.042111750205423175	0.03536286170930877	0.04959964404817223
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	cocopye	completeness	90.0	4868	2515	2296	2572	164	527	0.06376360808709176	0.053979483856575576	0.07464112040459055	0.22952961672473868	0.19542137222483907	0.26447441038421876
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	deepcheck	contamination	5.0	4868	2515	1566	3302	1404	2	0.4251968503937008	0.4003074448307499	0.4494699282540107	0.001277139208173691	0.0	0.003203126283283234
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	deepcheck	contamination	10.0	4868	2515	1696	3172	2130	0	0.6715006305170239	0.6456283624743496	0.69501643223903	0.0	0.0	0.0
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	deepcheck	completeness	50.0	4868	2515	4868	0	0	184				0.03779786359901397	0.030345324289156508	0.04543572669368847
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all_in_domain	deepcheck	completeness	90.0	4868	2515	2296	2572	323	463	0.1255832037325039	0.11007307257149997	0.14160765181596047	0.20165505226480837	0.171474503431359	0.23249547972832002
